"fdc_id","data_type","description","food_category_id","publication_date"
"320308","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320309","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320310","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320311","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320312","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320313","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320314","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320315","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320316","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320317","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320318","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320319","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320320","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320321","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320322","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320323","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320324","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320325","sub_sample_food","Milk, 2%","1","2019-04-01"
"320326","sub_sample_food","Milk, 2%","1","2019-04-01"
"320327","sub_sample_food","Milk, 2%","1","2019-04-01"
"320328","sub_sample_food","Milk, 2%","1","2019-04-01"
"320329","sub_sample_food","Milk, 2%","1","2019-04-01"
"320330","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320331","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320332","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320333","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320334","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320335","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320336","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320337","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320338","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320339","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320340","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320341","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320342","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320343","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320344","sub_sample_food","Milk, 2%","1","2019-04-01"
"320345","sub_sample_food","Milk, 2%","1","2019-04-01"
"320346","sub_sample_food","Milk, 2%","1","2019-04-01"
"320347","sub_sample_food","Milk, 2%","1","2019-04-01"
"320348","sub_sample_food","Milk, 2%","1","2019-04-01"
"320349","sub_sample_food","Milk, 2%","1","2019-04-01"
"320350","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320351","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320353","sample_food","Beef, Eye of Round roast/steak, lean only, raw, animal 5, select","13","2019-04-01"
"320354","market_acquisition","Beef, eye of round roast, raw (ER37-R-5)","13","2019-04-01"
"320355","market_acquisition","Beef, eye of round steak, raw (ES36-R-5) ","13","2019-04-01"
"320356","sub_sample_food","Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 5, select","13","2019-04-01"
"320357","sample_food","Beef,  Eye of Round roast/steak, select, raw, comp13, lean (36BRERS/37BRERRS)","13","2019-04-01"
"320358","market_acquisition",,"13","2019-04-01"
"320359","market_acquisition","Beef, eye of round roast, raw (ER37-R-11)","13","2019-04-01"
"320360","market_acquisition","Beef, eye of round roast, raw (ER37-R-16)","13","2019-04-01"
"320361","market_acquisition","Beef, eye of round roast, raw (ER37-R-17)","13","2019-04-01"
"320362","market_acquisition","Beef, eye of round roast, raw (ER37-R-18)","13","2019-04-01"
"320363","market_acquisition","Beef, eye of round roast, raw (ER37-R-22)","13","2019-04-01"
"320364","market_acquisition","Beef, eye of round roast, raw (ER37-R-23)","13","2019-04-01"
"320365","market_acquisition","Beef, eye of round roast, raw (ER37-R-28)","13","2019-04-01"
"320366","market_acquisition","Beef, eye of round roast, raw (ER37-R-29)","13","2019-04-01"
"320367","market_acquisition","Beef, eye of round roast, raw (ER37-R-35)","13","2019-04-01"
"320368","market_acquisition","Beef, eye of round roast, raw (ER37-R-36)","13","2019-04-01"
"320369","market_acquisition","Beef, eye of round steak, raw (ES36-R-10) ","13","2019-04-01"
"320370","market_acquisition","Beef, eye of round steak, raw (ES36-R-11) ","13","2019-04-01"
"320371","market_acquisition","Beef, eye of round steak, raw (ES36-R-16) ","13","2019-04-01"
"320372","market_acquisition","Beef, eye of round steak, raw (ES36-R-17) ","13","2019-04-01"
"320373","market_acquisition","Beef, eye of round steak, raw (ES36-R-18) ","13","2019-04-01"
