"fdc_id","data_type","description","food_category_id","publication_date"
"320477","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320478","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320479","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320480","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320481","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320482","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320483","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320484","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320485","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320486","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320487","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320488","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320489","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320490","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320491","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320492","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320493","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320494","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320495","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320496","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320497","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320498","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320499","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320500","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320501","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320502","sub_sample_food",,"11","2019-04-01"
"320503","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320504","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320505","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320506","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320507","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320508","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320509","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320510","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320511","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320512","sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320513","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320514","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320515","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320516","market_acquisition","TOMATOES, GRAPE","11","2019-04-01"
"320517","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320518","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320519","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320520","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320521","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320522","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320523","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320524","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320525","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320526","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"320527","sub_sample_food","TOMATOES, GRAPE","11","2019-04-01"
"321358","foundation_food","Hummus, commercial","16","2019-04-01"
"321359","foundation_food","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","1","2019-04-01"
"321360","foundation_food","Tomatoes, grape, raw","11","2019-04-01"
"321361","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321362","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321363","sub_sample_food","Salt; iodized","2","2019-04-01"
"321364","sub_sample_food","Salt; iodized","2","2019-04-01"
"321365","sub_sample_food","Salt; iodized","2","2019-04-01"
"321366","sub_sample_food","Salt, Not Iodized","2","2019-04-01"
"321367","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321368","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321369","sub_sample_food","Salt; iodized","2","2019-04-01"
"321370","sub_sample_food","Salt; iodized","2","2019-04-01"
"321371","sub_sample_food","Salt; iodized","2","2019-04-01"
"321372","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321373","sample_food","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321374","market_acquisition","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321375","sub_sample_food","Salt; iodized","2","2019-04-01"
"321376","sub_sample_food","Salt; iodized","2","2019-04-01"
"321377","sub_sample_food","Salt; iodized","2","2019-04-01"
"321378","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321379","sample_food","SALT, HEB IODIZED","2","2019-04-01"
"321380","market_acquisition","SALT, HEB IODIZED","2","2019-04-01"
"321381","sub_sample_food","Salt; iodized","2","2019-04-01"
"321382","sub_sample_food","Salt; iodized","2","2019-04-01"
"321383","sub_sample_food","Salt; iodized","2","2019-04-01"
"321384","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321385","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321386","sub_sample_food",,"2","2019-04-01"
"321387","sub_sample_food","Salt; iodized","2","2019-04-01"
"321388","sub_sample_food","Salt; iodized","2","2019-04-01"
"321389","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321390","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321391","sub_sample_food","Salt; iodized","2","2019-04-01"
"321392","sub_sample_food","Salt; iodized","2","2019-04-01"
"321393","sub_sample_food","Salt; iodized","2","2019-04-01"
"321394","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321395","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321396","sub_sample_food","Salt; iodized","2","2019-04-01"
"321397","sub_sample_food","Salt; iodized","2","2019-04-01"
"321398","sub_sample_food","Salt; iodized","2","2019-04-01"
"321399","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321400","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321401","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321402","sub_sample_food","Salt; iodized","2","2019-04-01"
"321403","sub_sample_food","Salt; iodized","2","2019-04-01"
"321404","sub_sample_food","Salt; iodized","2","2019-04-01"
"321405","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321406","sample_food","SALT, LAURA LYNN, IODIZED","2","2019-04-01"
"321407","market_acquisition","SALT, LAURA LYNN, IODIZED","2","2019-04-01"
"321408","sub_sample_food","Salt; iodized","2","2019-04-01"
"321409","sub_sample_food","Salt; iodized","2","2019-04-01"
"321410","sub_sample_food","Salt; iodized","2","2019-04-01"
"321411","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321412","sample_food","SALT, ESSENTIAL EVERYDAY, IODIZED","2","2019-04-01"
"321413","market_acquisition","SALT, ESSENTIAL EVERYDAY, IODIZED","2","2019-04-01"
"321414","sub_sample_food","Salt; iodized","2","2019-04-01"
"321415","sub_sample_food","Salt; iodized","2","2019-04-01"
"321416","sub_sample_food","Salt; iodized","2","2019-04-01"
"321417","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321418","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321419","sub_sample_food","Salt; iodized","2","2019-04-01"
"321420","sub_sample_food","Salt; iodized","2","2019-04-01"
"321421","sub_sample_food","Salt; iodized","2","2019-04-01"
"321422","sub_sample_food","Salt, Not Iodized","2","2019-04-01"
"321423","sample_food","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321424","market_acquisition","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321425","sub_sample_food","Salt; iodized","2","2019-04-01"
"321426","sub_sample_food","Salt; iodized","2","2019-04-01"
"321427","sub_sample_food","Salt; iodized","2","2019-04-01"
"321428","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321429","sample_food","SALT, HY VEE, IODIZED","2","2019-04-01"
"321430","market_acquisition","SALT, HY VEE, IODIZED","2","2019-04-01"
"321431","sub_sample_food","Salt; iodized","2","2019-04-01"
"321432","sub_sample_food","Salt; iodized","2","2019-04-01"
"321433","sub_sample_food","Salt; iodized","2","2019-04-01"
"321434","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321435","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321436","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321437","sub_sample_food","Salt; iodized","2","2019-04-01"
"321438","sub_sample_food","Salt; iodized","2","2019-04-01"
"321439","sub_sample_food","Salt; iodized","2","2019-04-01"
"321440","sub_sample_food","Salt, Not Iodized","2","2019-04-01"
"321441","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321442","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321443","sub_sample_food","Salt; iodized","2","2019-04-01"
"321444","sub_sample_food","Salt; iodized","2","2019-04-01"
"321445","sub_sample_food","Salt; iodized","2","2019-04-01"
"321446","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321447","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321448","sub_sample_food","Salt; iodized","2","2019-04-01"
"321449","sub_sample_food","Salt; iodized","2","2019-04-01"
"321450","sub_sample_food","Salt; iodized","2","2019-04-01"
"321451","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321452","sample_food","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321453","market_acquisition","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321454","sub_sample_food","Salt; iodized","2","2019-04-01"
"321455","sub_sample_food","Salt; iodized","2","2019-04-01"
"321456","sub_sample_food","Salt; iodized","2","2019-04-01"
"321457","sub_sample_food","Salt, Not Iodized","2","2019-04-01"
"321458","sample_food","SALT, SIGNATURE KITCHENS, IODIZED","2","2019-04-01"
"321459","market_acquisition","SALT, SIGNATURE KITCHENS, IODIZED","2","2019-04-01"
"321460","sub_sample_food","Salt; iodized","2","2019-04-01"
"321461","sub_sample_food","Salt; iodized","2","2019-04-01"
"321462","sub_sample_food","Salt; iodized","2","2019-04-01"
"321463","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321464","sample_food","SALT, FOOD CLUB, IODIZED","2","2019-04-01"
"321465","market_acquisition","SALT, FOOD CLUB, IODIZED","2","2019-04-01"
"321466","sub_sample_food","Salt; iodized","2","2019-04-01"
"321467","sub_sample_food","Salt; iodized","2","2019-04-01"
"321468","sub_sample_food","Salt; iodized","2","2019-04-01"
"321469","sub_sample_food","Salt; iodized","2","2019-04-01"
"321470","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321471","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321472","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321473","sub_sample_food","Salt, iodized - NFY121S6F","2","2019-04-01"
"321474","sub_sample_food","Salt, iodized - NFY121S6G","2","2019-04-01"
"321475","sample_food","SALT, SHOP RITE, IODIZED","2","2019-04-01"
"321476","market_acquisition","SALT, SHOP RITE, IODIZED","2","2019-04-01"
"321477","sub_sample_food","Salt; iodized","2","2019-04-01"
"321478","sub_sample_food","Salt; iodized","2","2019-04-01"
"321479","sub_sample_food","Salt; iodized","2","2019-04-01"
"321480","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321481","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321482","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321483","sub_sample_food","Salt; iodized","2","2019-04-01"
"321484","sub_sample_food","Salt; iodized","2","2019-04-01"
"321485","sub_sample_food","Salt; iodized","2","2019-04-01"
"321486","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321487","sample_food","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321488","market_acquisition","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321489","sub_sample_food","Salt; iodized","2","2019-04-01"
"321490","sub_sample_food","Salt; iodized","2","2019-04-01"
"321491","sub_sample_food","Salt; iodized","2","2019-04-01"
"321492","sub_sample_food","Salt, Not Iodized","2","2019-04-01"
"321493","sample_food","SALT, MORTON, IODIZED","2","2019-04-01"
"321494","market_acquisition","SALT, MORTON, IODIZED","2","2019-04-01"
"321495","sub_sample_food","Salt; iodized","2","2019-04-01"
"321496","sub_sample_food","Salt; iodized","2","2019-04-01"
"321497","sub_sample_food","Salt; iodized","2","2019-04-01"
"321498","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321499","sample_food","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321500","market_acquisition","SALT, GREAT VALUE, IODIZED","2","2019-04-01"
"321501","sub_sample_food","Salt; iodized","2","2019-04-01"
"321502","sub_sample_food","Salt; iodized","2","2019-04-01"
"321503","sub_sample_food","Salt; iodized","2","2019-04-01"
"321504","sub_sample_food","Salt, Iodized","2","2019-04-01"
"321505","foundation_food","Salt, table, iodized","2","2019-04-01"
"321506","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321507","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321508","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321509","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321510","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321511","sub_sample_food","Beans, snap, canned, drained - NFY1211Z9","11","2019-04-01"
"321512","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321513","market_acquisition",,"11","2019-04-01"
"321514","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321515","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321516","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321517","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321518","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321519","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321520","sub_sample_food","Beans, snap, canned, drained - NFY1211ZM","11","2019-04-01"
"321521","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321522","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321523","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321524","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321525","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321526","sub_sample_food","Beans, snap, canned, drained - NFY1211Z2","11","2019-04-01"
"321527","sub_sample_food","Beans, snap, canned, drained - NFY1211Z3","11","2019-04-01"
"321528","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321529","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321530","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321531","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321532","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321533","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321534","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321535","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321536","sub_sample_food","Beans, snap, canned, drained - NFY1211YP","11","2019-04-01"
"321537","sub_sample_food","Beans, snap, canned, drained - NFY1211YQ","11","2019-04-01"
"321538","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321539","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321540","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321541","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321542","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321543","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321544","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321545","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321546","sub_sample_food","Beans, snap, canned, drained - NFY1211YW","11","2019-04-01"
"321547","sample_food","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321548","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321549","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321550","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321551","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321552","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321553","market_acquisition","BEANS, SNAP, CANNED, DRAINED, DEL MONTE","11","2019-04-01"
"321554","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321555","sub_sample_food","Beans, snap, canned, drained - NFY1211ZF","11","2019-04-01"
"321556","sub_sample_food","Beans, snap, canned, drained - NFY1211ZG","11","2019-04-01"
"321557","sample_food","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321558","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321559","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321560","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321561","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321562","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321563","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321564","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321565","sub_sample_food","Beans, snap, canned, drained - NFY1211ZZ","11","2019-04-01"
"321566","sample_food","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321567","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321568","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321569","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321570","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321571","sub_sample_food","Beans, snap, canned, drained - NFY12120I","11","2019-04-01"
"321572","sub_sample_food","Beans, snap, canned, drained - NFY12120J","11","2019-04-01"
"321573","sample_food","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321574","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
